variables=x,r,u,p
zone i=       399
        -0.4987468672E+00         0.8793039861E+00         0.0000000000E+00         0.1000000000E+01
        -0.4962406015E+00         0.8773150736E+00         0.0000000000E+00         0.1000000000E+01
        -0.4937343358E+00         0.8753454266E+00         0.0000000000E+00         0.1000000000E+01
        -0.4912280702E+00         0.8733953544E+00         0.0000000000E+00         0.1000000000E+01
        -0.4887218045E+00         0.8714651632E+00         0.0000000000E+00         0.1000000000E+01
        -0.4862155388E+00         0.8695551560E+00         0.0000000000E+00         0.1000000000E+01
        -0.4837092732E+00         0.8676656329E+00         0.0000000000E+00         0.1000000000E+01
        -0.4812030075E+00         0.8657968906E+00         0.0000000000E+00         0.1000000000E+01
        -0.4786967419E+00         0.8639492224E+00         0.0000000000E+00         0.1000000000E+01
        -0.4761904762E+00         0.8621229186E+00         0.0000000000E+00         0.1000000000E+01
        -0.4736842105E+00         0.8603182660E+00         0.0000000000E+00         0.1000000000E+01
        -0.4711779449E+00         0.8585355478E+00         0.0000000000E+00         0.1000000000E+01
        -0.4686716792E+00         0.8567750441E+00         0.0000000000E+00         0.1000000000E+01
        -0.4661654135E+00         0.8550370314E+00         0.0000000000E+00         0.1000000000E+01
        -0.4636591479E+00         0.8533217824E+00         0.0000000000E+00         0.1000000000E+01
        -0.4611528822E+00         0.8516295667E+00         0.0000000000E+00         0.1000000000E+01
        -0.4586466165E+00         0.8499606499E+00         0.0000000000E+00         0.1000000000E+01
        -0.4561403509E+00         0.8483152941E+00         0.0000000000E+00         0.1000000000E+01
        -0.4536340852E+00         0.8466937577E+00         0.0000000000E+00         0.1000000000E+01
        -0.4511278195E+00         0.8450962953E+00         0.0000000000E+00         0.1000000000E+01
        -0.4486215539E+00         0.8435231577E+00         0.0000000000E+00         0.1000000000E+01
        -0.4461152882E+00         0.8419745920E+00         0.0000000000E+00         0.1000000000E+01
        -0.4436090226E+00         0.8404508414E+00         0.0000000000E+00         0.1000000000E+01
        -0.4411027569E+00         0.8389521452E+00         0.0000000000E+00         0.1000000000E+01
        -0.4385964912E+00         0.8374787386E+00         0.0000000000E+00         0.1000000000E+01
        -0.4360902256E+00         0.8360308531E+00         0.0000000000E+00         0.1000000000E+01
        -0.4335839599E+00         0.8346087160E+00         0.0000000000E+00         0.1000000000E+01
        -0.4310776942E+00         0.8332125507E+00         0.0000000000E+00         0.1000000000E+01
        -0.4285714286E+00         0.8318425763E+00         0.0000000000E+00         0.1000000000E+01
        -0.4260651629E+00         0.8304990081E+00         0.0000000000E+00         0.1000000000E+01
        -0.4235588972E+00         0.8291820570E+00         0.0000000000E+00         0.1000000000E+01
        -0.4210526316E+00         0.8278919298E+00         0.0000000000E+00         0.1000000000E+01
